index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
72,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,Not tested/reported,,,,,,
73,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,Not tested/reported,,,,,,
74,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,63,63.00000,,,,,
75,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,100,100.00000,,,,,
76,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,Not tested/reported,,,,,,
77,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,Not tested/reported,,,,,,
78,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,Not tested/reported,,,,,,
79,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,Not tested/reported,,,,,,
80,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,Not tested/reported,,,,,,
81,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,100,100.00000,,,,,
82,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,Not tested/reported,,,,,,
83,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,Not tested/reported,,,,,,
84,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,Not tested/reported,,,,,,
85,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,Not tested/reported,,,,,,
86,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,0,0.00000,,,,,
87,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4562,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,17,17.00000,,,,,
88,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,100,100.00000,,,,,
89,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,Not tested/reported,,,,,,
90,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,Not tested/reported,,,,,,
91,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,Not tested/reported,,,,,,
92,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,Not tested/reported,,,,,,
93,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,Not tested/reported,,,,,,
94,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,Not tested/reported,,,,,,
95,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,Not tested/reported,,,,,,
96,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,Not tested/reported,,,,,,
97,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,Not tested/reported,,,,,,
98,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,Not tested/reported,,,,,,
99,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,Not tested/reported,,,,,,
100,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,Not tested/reported,,,,,,
101,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,Not tested/reported,,,,,,
102,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,Not tested/reported,,,,,,
103,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,Not tested/reported,,,,,,
